age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;self-direction;power;universalism;achievement;security;stimulation;confromity;hedonism;benevolence;Priority
7;1;family;occasional;other;neither;36;Female;partner;None;2;v-close;>10 years;5;5;5;1;-0.28;-0.28;1.22;-2.28;0.72;0.72;-3.28;1.72;1.72;7
-2;1;sport;regular;none;neither;27;Female;friend;None;1;far;5-10 years;2;2;4;2;-0.28;-0.28;1.22;-2.28;0.72;0.72;-3.28;1.72;1.72;7
2;0;sport;occasional;other;neither;31;Male;other;None;-2;v-close;<2 years;1;1;2;1;-0.28;-0.28;1.22;-2.28;0.72;0.72;-3.28;1.72;1.72;7
1;1;casual;occasional;other;giving;30;Female;supervisor;Higher;2;v-close;5-10 years;5;5;5;1;-0.28;-0.28;1.22;-2.28;0.72;0.72;-3.28;1.72;1.72;6
2;0;casual;occasional;none;neither;31;Male;other;None;-2;v-close;<2 years;1;1;2;1;-0.28;-0.28;1.22;-2.28;0.72;0.72;-3.28;1.72;1.72;7
38;0;work;occasional;you;receiving;70;Male;supervisor;Higher;-2;v-far;>10 years;3;3;4;2;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;1
38;0;work;regular;none;neither;70;Male;supervisor;Higher;-2;v-far;>10 years;3;3;4;2;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;7
-29;0;family;regular;none;neither;3;Male;child;Lower;2;v-close;2-5 years;5;5;5;5;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;7
-29;0;family;occasional;other;neither;3;Male;child;Lower;2;v-close;2-5 years;5;5;5;5;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;4
28;0;sport;regular;none;neither;60;Male;extendedFamily;None;1;v-close;>10 years;2;3;3;3;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;7
28;0;sport;occasional;other;neither;60;Male;extendedFamily;None;1;v-close;>10 years;2;3;3;3;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;1
28;0;casual;occasional;other;giving;60;Male;extendedFamily;None;1;v-close;>10 years;2;3;3;3;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;1
28;0;casual;occasional;none;neither;60;Male;extendedFamily;None;1;v-close;>10 years;2;3;3;3;0.5;-1.5;-0.5;0.5;0;0.5;-1;1;0.5;5
-2;1;work;regular;none;neither;29;Female;supervisor;Higher;0;v-far;5-10 years;2;1;2;1;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;4
3;1;family;regular;none;neither;34;Female;sibling;None;-1;v-close;>10 years;5;4;2;5;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;1
3;1;family;occasional;you;neither;34;Female;sibling;None;-1;v-close;>10 years;5;4;2;5;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;1
3;1;family;occasional;other;neither;34;Female;sibling;None;-1;v-close;>10 years;5;4;2;5;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;4
-4;1;sport;occasional;other;neither;27;Female;coWorker;Higher;0;v-close;2-5 years;2;1;;1;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;6
-4;1;casual;regular;none;neither;27;Female;coWorker;Higher;0;v-close;2-5 years;2;1;;1;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;1
-2;1;casual;occasional;you;receiving;29;Female;supervisor;Higher;0;v-far;5-10 years;2;1;2;1;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;1
-2;1;casual;occasional;none;neither;29;Female;supervisor;Higher;0;v-far;5-10 years;2;1;2;1;2.06;-1.44;0.56;-0.94;0.06;-1.94;-0.94;1.06;1.56;4
21;0;work;occasional;other;giving;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;4;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;6
21;0;work;occasional;you;receiving;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;4;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;6
21;0;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;4;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;6
3;1;family;occasional;you;neither;27;Female;sibling;None;2;v-far;>10 years;5;3;3;1;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;1
21;0;sport;regular;none;neither;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;4;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;7
1;1;sport;occasional;other;neither;25;Female;groupMember;None;1;v-close;<2 years;2;2;;1;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;7
26;0;casual;occasional;you;receiving;50;Male;supervisor;Higher;-1;far;<2 years;2;1;;5;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;7
-2;0;casual;occasional;other;giving;22;Male;friend;None;1;v-close;2-5 years;3;4;3;1;0.56;0.56;0.06;0.06;-1.94;0.56;0.56;-0.44;0.06;2
1;0;work;occasional;other;giving;27;Male;groupMember;None;0;v-close;<2 years;1;1;3;;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;6
24;1;work;occasional;you;receiving;50;Female;supervisor;Higher;1;v-close;<2 years;2;3;2;3;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;5
39;0;family;regular;none;neither;65;Male;parent;None;1;v-far;>10 years;4;3;4;3;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;4
39;0;family;occasional;you;neither;65;Male;parent;None;1;v-far;>10 years;4;3;4;3;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;4
1;0;sport;regular;none;neither;27;Male;groupMember;None;0;v-close;<2 years;1;1;3;;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;5
0;1;sport;occasional;other;neither;26;Female;friend;None;-1;v-far;>10 years;3;1;3;1;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;2
24;1;casual;occasional;you;receiving;50;Female;supervisor;Higher;1;v-close;<2 years;2;3;2;3;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;1
24;1;casual;occasional;other;giving;50;Female;supervisor;Higher;1;v-close;<2 years;2;3;2;3;-1;0;1;-0.5;-0.5;0.5;-0.5;1;0;6
3;1;work;occasional;other;giving;55;Female;friend;None;1;v-close;5-10 years;3;3;4;1;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;7
8;1;work;regular;none;neither;60;Female;supervisor;Higher;-1;v-far;>10 years;2;1;2;5;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;7
8;0;family;occasional;you;neither;60;Male;partner;None;0;v-close;>10 years;5;5;2;1;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;5
8;0;family;occasional;other;neither;60;Male;partner;None;0;v-close;>10 years;5;5;2;1;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;4
30;1;sport;regular;none;neither;82;Female;extendedFamily;None;1;v-close;5-10 years;2;2;2;5;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;7
6;1;casual;regular;none;neither;58;Female;extendedFamily;None;-1;v-close;5-10 years;2;2;2;4;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;5
6;1;casual;occasional;other;giving;58;Female;extendedFamily;None;-1;v-close;5-10 years;2;2;2;4;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;7
6;1;casual;occasional;none;neither;58;Female;extendedFamily;None;-1;v-close;5-10 years;2;2;2;4;0.39;1.39;1.39;-1.61;-0.11;-1.61;0.39;-0.61;0.39;4
1;1;work;occasional;you;receiving;35;Male;supervisor;Higher;1;v-close;2-5 years;4;4;3;4;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;6
7;0;work;regular;none;neither;41;Female;coWorker;Higher;0;v-close;2-5 years;2;3;2;3;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;7
-3;0;family;regular;none;neither;31;Female;partner;None;2;v-close;>10 years;5;5;5;5;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;6
-3;0;family;occasional;other;neither;31;Female;partner;None;2;v-close;>10 years;5;5;5;5;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;4
-5;1;sport;regular;none;neither;29;Male;friend;None;-2;v-close;2-5 years;4;2;3;3;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;6
8;1;casual;regular;none;neither;42;Male;friend;Lower;1;v-close;2-5 years;3;3;3;4;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;2
8;1;casual;occasional;you;receiving;42;Male;friend;Lower;1;v-close;2-5 years;3;3;3;4;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;4
1;1;casual;occasional;none;neither;35;Male;supervisor;Higher;1;v-close;2-5 years;4;4;3;4;0.72;0.72;0.22;-0.28;0.72;-1.28;-0.28;-0.28;-0.28;5
11;0;work;occasional;other;giving;30;Female;groupMember;None;0;close;<2 years;1;1;3;3;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;3
6;1;work;regular;none;neither;25;Male;coWorker;None;-1;v-close;<2 years;2;1;1;2;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;4
2;0;family;occasional;you;neither;21;Female;sibling;None;-1;v-far;>10 years;4;1;2;1;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;4
2;0;family;occasional;other;neither;21;Female;sibling;None;-1;v-far;>10 years;4;1;2;1;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;1
16;1;sport;regular;none;neither;35;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;3
16;1;casual;regular;none;neither;35;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;6
16;1;casual;occasional;other;giving;35;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;5
11;0;casual;occasional;none;neither;30;Female;groupMember;None;0;close;<2 years;1;1;3;3;0.61;0.61;-0.39;0.11;0.11;0.11;-1.39;0.61;-0.39;1
4;0;work;occasional;you;receiving;30;Female;supervisor;Higher;0;v-far;<2 years;2;3;2;4;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;6
4;0;work;regular;none;neither;30;Female;supervisor;Higher;0;v-far;<2 years;2;3;2;4;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;6
31;1;family;regular;none;neither;57;Male;parent;Higher;2;v-close;>10 years;5;5;4;1;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;6
31;1;family;occasional;you;neither;57;Male;parent;Higher;2;v-close;>10 years;5;5;4;1;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;4
0;1;sport;regular;none;neither;26;Male;friend;None;1;v-close;5-10 years;4;4;4;1;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;7
0;1;sport;occasional;other;neither;26;Male;friend;None;1;v-close;5-10 years;4;4;4;1;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;5
-1;1;casual;occasional;other;giving;25;Male;friend;None;-1;close;5-10 years;4;2;3;1;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;6
-4;1;casual;occasional;none;neither;22;Male;extendedFamily;None;0;v-far;2-5 years;2;2;2;2;1.33;-1.67;1.33;0.33;0.33;-1.17;-1.17;0.33;0.33;2
-7;1;work;occasional;other;giving;52;Male;coWorker;None;0;v-close;2-5 years;2;2;2;3;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;7
11;1;work;regular;none;neither;70;Male;coWorker;Higher;-1;v-close;>10 years;4;3;3;3;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;7
-1;0;family;regular;none;neither;58;Female;partner;None;1;v-close;>10 years;5;5;3;1;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;7
-1;0;family;occasional;you;neither;58;Female;partner;None;1;v-close;>10 years;5;5;3;1;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;1
-7;1;sport;occasional;other;neither;52;Male;coWorker;None;0;v-close;2-5 years;2;2;2;3;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;6
4;0;casual;regular;none;neither;63;Female;supervisor;Higher;1;v-close;>10 years;4;5;3;4;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;3
-7;1;casual;occasional;you;receiving;52;Male;coWorker;None;0;v-close;2-5 years;2;2;2;3;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;4
11;1;casual;occasional;other;giving;70;Male;coWorker;Higher;-1;v-close;>10 years;4;3;3;3;1.44;-2.06;1.94;-2.56;-0.06;-0.06;-1.06;0.44;1.94;1
30;0;work;occasional;other;giving;54;Male;coWorker;Higher;1;v-close;<2 years;2;3;1;4;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
18;0;work;occasional;you;receiving;42;Male;supervisor;Higher;1;v-close;<2 years;2;2;3;5;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
29;1;family;occasional;you;neither;53;Female;parent;Higher;1;v-close;>10 years;3;3;1;2;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
35;0;family;occasional;other;neither;59;Male;parent;Higher;-1;v-close;>10 years;3;1;3;;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
30;0;sport;occasional;other;neither;54;Male;coWorker;Higher;1;v-close;<2 years;2;3;1;4;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;6
0;0;casual;regular;none;neither;24;Male;friend;None;2;v-close;5-10 years;5;5;4;1;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
18;0;casual;occasional;you;receiving;42;Male;supervisor;Higher;1;v-close;<2 years;2;2;3;5;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;7
18;0;casual;occasional;none;neither;42;Male;supervisor;Higher;1;v-close;<2 years;2;2;3;5;0.78;-2.22;0.78;-1.22;-0.72;-0.22;-0.72;1.78;1.78;5
6;1;work;regular;none;neither;60;Male;coWorker;None;-1;v-close;2-5 years;1;1;3;5;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;7
-10;0;family;regular;none;neither;44;Female;partner;None;2;v-close;>10 years;5;5;4;5;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;7
-10;0;family;occasional;you;neither;44;Female;partner;None;2;v-close;>10 years;5;5;4;5;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;5
-10;0;family;occasional;other;neither;44;Female;partner;None;2;v-close;>10 years;5;5;4;5;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;6
-4;0;sport;regular;none;neither;50;Female;friend;None;1;v-close;5-10 years;4;4;4;1;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;7
6;1;sport;occasional;other;neither;60;Male;coWorker;None;-1;v-close;2-5 years;1;1;3;5;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;5
-4;0;casual;occasional;you;receiving;50;Female;friend;None;1;v-close;5-10 years;4;4;4;1;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;5
12;1;casual;occasional;other;giving;66;Male;supervisor;Higher;0;v-far;5-10 years;2;2;2;3;1.94;-1.56;1.44;-2.06;0.94;0.94;-2.06;-0.56;0.94;6
0;0;work;occasional;other;giving;22;Female;friend;None;1;close;<2 years;2;1;3;3;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;7
27;1;work;occasional;you;receiving;49;Male;supervisor;Higher;1;far;<2 years;3;5;3;5;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;6
53;0;family;occasional;you;neither;75;Female;extendedFamily;Higher;2;close;>10 years;5;4;3;2;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;7
53;0;family;occasional;other;neither;75;Female;extendedFamily;Higher;2;close;>10 years;5;4;3;2;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;4
0;1;sport;regular;none;neither;22;Male;friend;None;2;far;>10 years;5;4;4;5;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;2
27;1;casual;regular;none;neither;49;Male;supervisor;Higher;1;far;<2 years;3;5;3;5;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;1
0;0;casual;occasional;you;receiving;22;Female;friend;None;1;close;<2 years;2;1;3;3;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;1
0;1;casual;occasional;none;neither;22;Male;friend;None;2;far;>10 years;5;4;4;5;0.94;-0.06;-0.06;-1.06;-0.56;-0.06;-0.06;-0.06;0.94;1
23;1;work;occasional;other;giving;65;Female;supervisor;Higher;-2;v-close;>10 years;4;5;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;3
23;1;work;occasional;you;receiving;65;Female;supervisor;Higher;-2;v-close;>10 years;4;5;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;7
8;1;work;regular;none;neither;50;Female;coWorker;Higher;-1;v-close;>10 years;2;1;;3;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;3
-28;0;family;occasional;you;neither;14;Male;child;Lower;1;v-close;>10 years;4;4;2;1;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;5
7;0;sport;regular;none;neither;49;Male;other;None;-2;v-close;>10 years;5;1;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;7
23;1;casual;regular;none;neither;65;Female;supervisor;Higher;-2;v-close;>10 years;4;5;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;1
23;1;casual;occasional;you;receiving;65;Female;supervisor;Higher;-2;v-close;>10 years;4;5;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;2
23;1;casual;occasional;none;neither;65;Female;supervisor;Higher;-2;v-close;>10 years;4;5;1;4;0.17;-1.33;0.17;0.17;2.67;-2.33;1.67;-1.33;0.17;2
28;0;work;occasional;other;giving;60;Female;supervisor;Higher;0;v-close;2-5 years;2;1;2;4;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;7
28;0;work;regular;none;neither;60;Female;supervisor;Higher;0;v-close;2-5 years;2;1;2;4;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;7
1;0;family;regular;none;neither;33;Female;sibling;None;1;v-close;>10 years;3;3;2;1;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;4
1;0;family;occasional;other;neither;33;Female;sibling;None;1;v-close;>10 years;3;3;2;1;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;5
-2;0;sport;regular;none;neither;30;Female;friend;None;2;v-close;5-10 years;4;4;4;1;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;7
31;1;casual;regular;none;neither;63;Male;extendedFamily;None;-2;v-close;>10 years;3;1;1;1;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;5
31;1;casual;occasional;you;receiving;63;Male;extendedFamily;None;-2;v-close;>10 years;3;1;1;1;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;1
28;0;casual;occasional;other;giving;60;Female;supervisor;Higher;0;v-close;2-5 years;2;1;2;4;1.78;-2.22;2.28;-2.22;1.78;-0.72;-0.22;-1.72;1.28;5
-11;0;work;occasional;other;giving;26;Male;friend;None;1;v-close;<2 years;3;5;4;1;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;5
21;1;work;occasional;you;receiving;58;Female;supervisor;Higher;0;v-close;<2 years;2;5;2;2;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;5
19;1;family;regular;none;neither;56;Female;parent;None;2;v-close;>10 years;5;5;4;1;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;5
19;1;family;occasional;other;neither;56;Female;parent;None;2;v-close;>10 years;5;5;4;1;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;1
21;1;sport;occasional;other;neither;58;Female;supervisor;Higher;0;v-close;<2 years;2;5;2;2;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;5
-11;0;casual;regular;none;neither;26;Male;friend;None;1;v-close;<2 years;3;5;4;1;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;4
21;1;casual;occasional;other;giving;58;Female;supervisor;Higher;0;v-close;<2 years;2;5;2;2;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;7
-13;0;casual;occasional;none;neither;24;Other;other;None;-2;v-close;<2 years;1;3;2;1;2.22;0.22;0.72;0.22;-0.78;-1.28;-0.78;-1.28;0.72;5
2;0;work;occasional;other;giving;34;Male;coWorker;Higher;0;v-close;<2 years;1;1;;5;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;6
18;1;work;occasional;you;receiving;50;Female;supervisor;Higher;-1;v-close;2-5 years;3;4;3;3;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;7
2;0;work;regular;none;neither;34;Male;coWorker;Higher;0;v-close;<2 years;1;1;;5;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;6
-1;1;family;regular;none;neither;31;Female;sibling;None;2;v-far;>10 years;5;4;4;1;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;6
18;1;sport;regular;none;neither;50;Female;supervisor;Higher;-1;v-close;2-5 years;3;4;3;3;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;7
2;0;sport;occasional;other;neither;34;Male;coWorker;Higher;0;v-close;<2 years;1;1;;5;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;4
6;1;casual;regular;none;neither;38;Female;friend;None;2;v-far;5-10 years;5;4;4;1;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;3
23;1;casual;occasional;you;receiving;55;Female;other;None;-1;v-far;5-10 years;1;1;;5;0.83;0.83;1.33;-0.67;-1.17;0.83;-1.17;-0.67;-0.17;6
13;1;work;occasional;other;giving;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;1
13;1;work;occasional;you;receiving;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;3
-7;1;work;regular;none;neither;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;7
3;0;family;occasional;you;neither;32;Female;partner;None;1;far;2-5 years;5;5;3;5;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;3
13;1;sport;occasional;other;neither;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;4
-7;1;casual;regular;none;neither;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;3
-7;1;casual;occasional;other;giving;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;2
13;1;casual;occasional;none;neither;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;0.33;0.33;0.33;0.33;0.33;-0.67;0.33;-0.17;-1.17;4
40;1;work;occasional;you;receiving;65;Male;supervisor;Higher;1;v-far;5-10 years;4;1;2;2;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;5
25;1;family;regular;none;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;7
25;1;family;occasional;you;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;5
25;1;family;occasional;other;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;6
-2;0;sport;regular;none;neither;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;6
0;1;sport;occasional;other;neither;25;Male;friend;None;2;v-close;2-5 years;4;4;4;1;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;6
-2;0;casual;regular;none;neither;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;6
-2;0;casual;occasional;other;giving;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;0.5;0;0.5;0.5;0.5;-0.5;-1.5;-1;1;1
-1;1;work;occasional;other;giving;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;6
44;1;work;regular;none;neither;75;Female;supervisor;Higher;-1;v-close;<2 years;3;5;3;4;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;5
28;1;family;regular;none;neither;59;Female;parent;Higher;1;v-close;5-10 years;3;4;2;2;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;4
28;1;family;occasional;other;neither;59;Female;parent;Higher;1;v-close;5-10 years;3;4;2;2;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;6
-7;1;sport;regular;none;neither;24;Female;extendedFamily;None;-1;v-close;<2 years;3;2;2;1;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;7
-1;1;casual;regular;none;neither;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;5
-7;1;casual;occasional;you;receiving;24;Female;extendedFamily;None;-1;v-close;<2 years;3;2;2;1;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;5
-1;1;casual;occasional;none;neither;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;1.22;-0.78;0.22;0.22;0.72;-1.28;0.22;0.22;-0.78;5
